DATE,DEXSZUS
2021-05-12,0.9088
2021-05-13,0.9068
2021-05-14,0.9021
2021-05-17,0.9016
2021-05-18,0.8986
2021-05-19,0.9003
2021-05-20,0.8985
2021-05-21,0.8987
2021-05-24,0.8973
2021-05-25,0.8971
2021-05-26,0.8973
2021-05-27,0.8977
2021-05-28,0.8995
2021-05-31,.
2021-06-01,0.8954
2021-06-02,0.898
2021-06-03,0.9051
2021-06-04,0.899
2021-06-07,0.8969
2021-06-08,0.8963
2021-06-09,0.8958
2021-06-10,0.8951
2021-06-11,0.8993
2021-06-14,0.8991
2021-06-15,0.8985
2021-06-16,0.8986
2021-06-17,0.9173
2021-06-18,0.9215
2021-06-21,0.9184
2021-06-22,0.92
2021-06-23,0.9169
2021-06-24,0.9188
2021-06-25,0.9175
2021-06-28,0.9184
2021-06-29,0.9201
2021-06-30,0.9253
2021-07-01,0.9253
2021-07-02,0.9224
2021-07-05,.
2021-07-06,0.9245
2021-07-07,0.9252
2021-07-08,0.9153
2021-07-09,0.9151
2021-07-12,0.9154
2021-07-13,0.9164
2021-07-14,0.9154
2021-07-15,0.9186
2021-07-16,0.9192
2021-07-19,0.9179
2021-07-20,0.9218
2021-07-21,0.9179
2021-07-22,0.9195
2021-07-23,0.9211
2021-07-26,0.9157
2021-07-27,0.9135
2021-07-28,0.9134
2021-07-29,0.9062
2021-07-30,0.9061
2021-08-02,0.9051
2021-08-03,0.9047
2021-08-04,0.9061
2021-08-05,0.907
2021-08-06,0.9142
2021-08-09,0.9191
2021-08-10,0.9226
2021-08-11,0.9215
2021-08-12,0.923
2021-08-13,0.9162
2021-08-16,0.9123
2021-08-17,0.9144
2021-08-18,0.9179
2021-08-19,0.9173
2021-08-20,0.9176
2021-08-23,0.9137
2021-08-24,0.913
2021-08-25,0.9137
2021-08-26,0.9174
2021-08-27,0.9122
2021-08-30,0.9172
2021-08-31,0.9161
2021-09-01,0.9145
2021-09-02,0.9159
2021-09-03,0.9136
2021-09-06,.
2021-09-07,0.9179
2021-09-08,0.9219
2021-09-09,0.9173
2021-09-10,0.918
2021-09-13,0.9213
2021-09-14,0.9193
2021-09-15,0.9196
2021-09-16,0.9251
2021-09-17,0.9308
2021-09-20,0.9277
2021-09-21,0.9235
2021-09-22,0.9223
2021-09-23,0.9243
2021-09-24,0.9246
2021-09-27,0.9256
2021-09-28,0.9282
2021-09-29,0.9335
2021-09-30,0.9339
2021-10-01,0.9297
2021-10-04,0.9248
2021-10-05,0.9271
2021-10-06,0.9279
2021-10-07,0.928
2021-10-08,0.9272
2021-10-11,.
2021-10-12,0.9302
2021-10-13,0.926
2021-10-14,0.9232
2021-10-15,0.9241
2021-10-18,0.9232
2021-10-19,0.9227
2021-10-20,0.9197
2021-10-21,0.9173
2021-10-22,0.9164
2021-10-25,0.9193
2021-10-26,0.9204
2021-10-27,0.9183
2021-10-28,0.9123
2021-10-29,0.9165
2021-11-01,0.9105
2021-11-02,0.9145
2021-11-03,0.9121
2021-11-04,0.9127
2021-11-05,0.9133
2021-11-08,0.9132
2021-11-09,0.9118
2021-11-10,0.9164
2021-11-11,.
2021-11-12,0.9211
2021-11-15,0.9217
2021-11-16,0.9298
2021-11-17,0.9286
2021-11-18,0.926
2021-11-19,0.9262
2021-11-22,0.93
2021-11-23,0.9325
2021-11-24,0.9354
2021-11-25,.
2021-11-26,0.9234
2021-11-29,0.925
2021-11-30,0.9217
2021-12-01,0.9195
2021-12-02,0.9205
2021-12-03,0.9185
2021-12-06,0.9256
2021-12-07,0.9264
2021-12-08,0.9217
2021-12-09,0.926
2021-12-10,0.9205
2021-12-13,0.9212
2021-12-14,0.9236
2021-12-15,0.9258
2021-12-16,0.9215
2021-12-17,0.9226
2021-12-20,0.92
2021-12-21,0.9242
2021-12-22,0.9201
2021-12-23,0.9186
2021-12-24,.
2021-12-27,0.9175
2021-12-28,0.9167
2021-12-29,0.9149
2021-12-30,0.9146
2021-12-31,.
2022-01-03,0.9188
2022-01-04,0.9154
2022-01-05,0.9161
2022-01-06,0.9196
2022-01-07,0.9191
2022-01-10,0.9252
2022-01-11,0.9237
2022-01-12,0.9134
2022-01-13,0.9102
2022-01-14,0.9133
2022-01-17,.
2022-01-18,0.9168
2022-01-19,0.9155
2022-01-20,0.9157
2022-01-21,0.912
2022-01-24,0.9146
2022-01-25,0.9194
2022-01-26,0.9213
2022-01-27,0.9318
2022-01-28,0.9298
2022-01-31,0.9303
2022-02-01,0.9231
2022-02-02,0.9186
2022-02-03,0.9213
2022-02-04,0.9248
2022-02-07,0.9243
2022-02-08,0.9244
2022-02-09,0.9233
2022-02-10,0.923
2022-02-11,0.9255
2022-02-14,0.9265
2022-02-15,0.9258
2022-02-16,0.9219
2022-02-17,0.9202
2022-02-18,0.921
2022-02-21,.
2022-02-22,0.9204
2022-02-23,0.9179
2022-02-24,0.9266
2022-02-25,0.9274
2022-02-28,0.9179
2022-03-01,0.9186
2022-03-02,0.9216
2022-03-03,0.9204
2022-03-04,0.9183
2022-03-07,0.9267
2022-03-08,0.9302
2022-03-09,0.9264
2022-03-10,0.9294
2022-03-11,0.9326
2022-03-14,0.9358
2022-03-15,0.9415
2022-03-16,0.9414
2022-03-17,0.9349
2022-03-18,0.9337
2022-03-21,0.9303
2022-03-22,0.9325
2022-03-23,0.9318
2022-03-24,0.9308
2022-03-25,0.9308
2022-03-28,0.9344
2022-03-29,0.9303
2022-03-30,0.9233
2022-03-31,0.9211
2022-04-01,0.9256
2022-04-04,0.9256
2022-04-05,0.9292
2022-04-06,0.9325
2022-04-07,0.9332
2022-04-08,0.9333
2022-04-11,0.9308
2022-04-12,0.9302
2022-04-13,0.9335
2022-04-14,0.9426
2022-04-15,0.9431
2022-04-18,0.9441
2022-04-19,0.9482
2022-04-20,0.9469
2022-04-21,0.9533
2022-04-22,0.9587
2022-04-25,0.9585
2022-04-26,0.961
2022-04-27,0.9695
2022-04-28,0.9724
2022-04-29,0.9723
2022-05-02,0.977
2022-05-03,0.9785
2022-05-04,0.9829
2022-05-05,0.9874
2022-05-06,0.9858
2022-05-09,0.9927
2022-05-10,0.9949
2022-05-11,0.9907
2022-05-12,1.0004
2022-05-13,1.0014
2022-05-16,1.0028
2022-05-17,0.9931
2022-05-18,0.9902
2022-05-19,0.9729
2022-05-20,0.9749
2022-05-23,0.9664
2022-05-24,0.9597
2022-05-25,0.9637
2022-05-26,0.9595
2022-05-27,0.9575
2022-05-30,.
2022-05-31,0.957
2022-06-01,0.9644
2022-06-02,0.9592
2022-06-03,0.9625
2022-06-06,0.969
2022-06-07,0.9731
2022-06-08,0.975
2022-06-09,0.9778
2022-06-10,0.9886
2022-06-13,0.9966
2022-06-14,1.0016
2022-06-15,1.0021
2022-06-16,0.9663
2022-06-17,0.9717
2022-06-20,.
2022-06-21,0.966
2022-06-22,0.9615
2022-06-23,0.9606
2022-06-24,0.9569
2022-06-27,0.9551
2022-06-28,0.9563
2022-06-29,0.9541
2022-06-30,0.955
2022-07-01,0.9623
2022-07-04,.
2022-07-05,0.969
2022-07-06,0.9714
2022-07-07,0.9734
2022-07-08,0.9775
2022-07-11,0.9794
2022-07-12,0.9812
2022-07-13,0.9784
2022-07-14,0.9829
2022-07-15,0.9776
2022-07-18,0.9764
2022-07-19,0.9683
2022-07-20,0.9721
2022-07-21,0.9693
2022-07-22,0.9613
2022-07-25,0.9651
2022-07-26,0.9634
2022-07-27,0.965
2022-07-28,0.9568
2022-07-29,0.9513
2022-08-01,0.9486
2022-08-02,0.9543
2022-08-03,0.963
2022-08-04,0.9565
2022-08-05,0.9635
2022-08-08,0.9545
2022-08-09,0.9525
2022-08-10,0.941
2022-08-11,0.9391
2022-08-12,0.943
2022-08-15,0.9449
2022-08-16,0.9506
2022-08-17,0.9537
2022-08-18,0.9546
2022-08-19,0.959
2022-08-22,0.9652
2022-08-23,0.9632
2022-08-24,0.9664
2022-08-25,0.9648
2022-08-26,0.9635
2022-08-29,0.9688
2022-08-30,0.9746
2022-08-31,0.9748
2022-09-01,0.9838
2022-09-02,0.9801
2022-09-05,.
2022-09-06,0.9839
2022-09-07,0.9808
2022-09-08,0.9726
2022-09-09,0.9604
2022-09-12,0.9519
2022-09-13,0.9608
2022-09-14,0.9612
2022-09-15,0.9607
2022-09-16,0.9647
2022-09-19,0.9663
2022-09-20,0.9628
2022-09-21,0.9652
2022-09-22,0.9806
2022-09-23,0.9816
2022-09-26,0.9924
2022-09-27,0.9896
2022-09-28,0.9756
2022-09-29,0.9798
2022-09-30,0.9845
2022-10-03,0.9929
2022-10-04,0.9806
2022-10-05,0.9838
2022-10-06,0.9899
2022-10-07,0.9914
2022-10-10,.
2022-10-11,0.994
2022-10-12,0.998
2022-10-13,0.9987
2022-10-14,1.0049
2022-10-17,0.9953
2022-10-18,0.9962
2022-10-19,1.0039
2022-10-20,1.0003
2022-10-21,0.9981
2022-10-24,1.0007
2022-10-25,0.9961
2022-10-26,0.9865
2022-10-27,0.9899
2022-10-28,0.9968
2022-10-31,1.0006
2022-11-01,0.9995
2022-11-02,0.9988
2022-11-03,1.0131
2022-11-04,0.9981
2022-11-07,0.9906
2022-11-08,0.9842
2022-11-09,0.9836
2022-11-10,0.9672
2022-11-11,.
2022-11-14,0.9427
2022-11-15,0.9444
2022-11-16,0.9445
2022-11-17,0.954
2022-11-18,0.9522
2022-11-21,0.9586
2022-11-22,0.9531
2022-11-23,0.9432
2022-11-24,.
2022-11-25,0.9459
2022-11-28,0.9463
2022-11-29,0.9506
2022-11-30,0.9486
2022-12-01,0.9377
2022-12-02,0.9369
2022-12-05,0.9421
2022-12-06,0.9406
2022-12-07,0.9401
2022-12-08,0.9358
2022-12-09,0.932
2022-12-12,0.9356
2022-12-13,0.9268
2022-12-14,0.9238
2022-12-15,0.9288
2022-12-16,0.9324
2022-12-19,0.9303
2022-12-20,0.9259
2022-12-21,0.9277
2022-12-22,0.931
2022-12-23,0.9335
2022-12-26,.
2022-12-27,0.9285
2022-12-28,0.9275
2022-12-29,0.9233
2022-12-30,0.9241
2023-01-02,.
2023-01-03,0.9368
2023-01-04,0.9271
2023-01-05,0.9364
2023-01-06,0.9293
2023-01-09,0.918
2023-01-10,0.9225
2023-01-11,0.9299
2023-01-12,0.9288
2023-01-13,0.9284
2023-01-16,.
2023-01-17,0.9215
2023-01-18,0.914
2023-01-19,0.9162
2023-01-20,0.9221
2023-01-23,0.9231
2023-01-24,0.923
2023-01-25,0.9199
2023-01-26,0.921
2023-01-27,0.9218
2023-01-30,0.9231
2023-01-31,0.9186
2023-02-01,0.9147
2023-02-02,0.912
2023-02-03,0.925
2023-02-06,0.9278
2023-02-07,0.9239
2023-02-08,0.9198
2023-02-09,0.9192
2023-02-10,0.9246
2023-02-13,0.9207
2023-02-14,0.9224
2023-02-15,0.9238
2023-02-16,0.9245
2023-02-17,0.9266
2023-02-20,.
2023-02-21,0.9267
2023-02-22,0.9297
2023-02-23,0.9343
2023-02-24,0.94
2023-02-27,0.9375
2023-02-28,0.9376
2023-03-01,0.9387
2023-03-02,0.942
2023-03-03,0.9381
2023-03-06,0.9308
2023-03-07,0.9413
2023-03-08,0.9395
2023-03-09,0.9363
2023-03-10,0.9213
2023-03-13,0.9118
2023-03-14,0.9137
2023-03-15,0.9243
2023-03-16,0.9299
2023-03-17,0.9284
2023-03-20,0.9267
2023-03-21,0.9238
2023-03-22,0.9237
2023-03-23,0.9145
2023-03-24,0.9181
2023-03-27,0.9163
2023-03-28,0.9198
2023-03-29,0.9195
2023-03-30,0.914
2023-03-31,0.9129
2023-04-03,0.913
2023-04-04,0.9071
2023-04-05,0.905
2023-04-06,0.904
2023-04-07,0.9049
2023-04-10,0.9112
2023-04-11,0.904
2023-04-12,0.8968
2023-04-13,0.8874
2023-04-14,0.8955
2023-04-17,0.8994
2023-04-18,0.898
2023-04-19,0.8984
2023-04-20,0.8944
2023-04-21,0.8926
2023-04-24,0.8887
2023-04-25,0.8925
2023-04-26,0.8901
2023-04-27,0.8957
2023-04-28,0.8911
2023-05-01,0.8961
2023-05-02,0.8931
2023-05-03,0.8871
2023-05-04,0.8861
2023-05-05,0.8913
2023-05-08,0.8894
2023-05-09,0.8916
2023-05-10,0.8911
2023-05-11,0.8953
2023-05-12,0.8971
2023-05-15,0.8949
2023-05-16,0.8965
2023-05-17,0.8992
2023-05-18,0.9046
2023-05-19,0.8989
2023-05-22,0.8991
2023-05-23,0.9014
2023-05-24,0.9058
2023-05-25,0.906
2023-05-26,0.906
2023-05-29,.
2023-05-30,0.9048
2023-05-31,0.9129
2023-06-01,0.9077
2023-06-02,0.9075
2023-06-05,0.9058
2023-06-06,0.9076
2023-06-07,0.9089
2023-06-08,0.9003
2023-06-09,0.9026
2023-06-12,0.9099
2023-06-13,0.9053
2023-06-14,0.8972
2023-06-15,0.8927
2023-06-16,0.8943
2023-06-19,.
2023-06-20,0.8993
2023-06-21,0.895
2023-06-22,0.8967
2023-06-23,0.8979
2023-06-26,0.8946
2023-06-27,0.8941
2023-06-28,0.8975
2023-06-29,0.8984
2023-06-30,0.8947
2023-07-03,0.8956
2023-07-04,.
2023-07-05,0.898
2023-07-06,0.8965
2023-07-07,0.8887
2023-07-10,0.8869
2023-07-11,0.8805
2023-07-12,0.8676
2023-07-13,0.8595
2023-07-14,0.8616
2023-07-17,0.8602
2023-07-18,0.8582
2023-07-19,0.8598
2023-07-20,0.8671
2023-07-21,0.8658
2023-07-24,0.8664
2023-07-25,0.8644
2023-07-26,0.8625
2023-07-27,0.8686
2023-07-28,0.8687
2023-07-31,0.8688
2023-08-01,0.8763
2023-08-02,0.8779
2023-08-03,0.8742
2023-08-04,0.8713
2023-08-07,0.8742
2023-08-08,0.8757
2023-08-09,0.877
2023-08-10,0.8736
2023-08-11,0.8765
2023-08-14,0.8775
2023-08-15,0.8769
2023-08-16,0.8786
2023-08-17,0.8792
2023-08-18,0.8817
2023-08-21,0.8799
2023-08-22,0.88
2023-08-23,0.8785
2023-08-24,0.8825
2023-08-25,0.886
2023-08-28,0.8832
2023-08-29,0.8798
2023-08-30,0.8772
2023-08-31,0.8837
2023-09-01,0.8857
2023-09-04,.
2023-09-05,0.8888
2023-09-06,0.8924
2023-09-07,0.8927
2023-09-08,0.8927
2023-09-11,0.891
2023-09-12,0.8913
2023-09-13,0.8925
2023-09-14,0.8949
2023-09-15,0.896
2023-09-18,0.8964
2023-09-19,0.8979
2023-09-20,0.8953
2023-09-21,0.9033
2023-09-22,0.9064
2023-09-25,0.912
2023-09-26,0.9144
2023-09-27,0.9198
2023-09-28,0.915
2023-09-29,0.9141
2023-10-02,0.9176
2023-10-03,0.9226
2023-10-04,0.916
2023-10-05,0.9141
2023-10-06,0.9082
2023-10-09,.
2023-10-10,0.9039
2023-10-11,0.9025
2023-10-12,0.9064
2023-10-13,0.9018
2023-10-16,0.9007
2023-10-17,0.8995
2023-10-18,0.8985
2023-10-19,0.8956
2023-10-20,0.8918
2023-10-23,0.8919
2023-10-24,0.8935
2023-10-25,0.8951
2023-10-26,0.8995
2023-10-27,0.9021
2023-10-30,0.9017
2023-10-31,0.91
2023-11-01,0.9103
2023-11-02,0.9061
2023-11-03,0.8984
2023-11-06,0.8969
2023-11-07,0.9005
2023-11-08,0.898
2023-11-09,0.8996
